timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667821329606,759,get Request,200,OK,Thread Group 1-124,text,true,,1003,122,377,377,https://reqres.in/api/users/2,759,0,147
1667821329756,780,get Request,200,OK,Thread Group 1-78,text,true,,991,122,361,361,https://reqres.in/api/users/2,780,0,683
1667821330215,320,get Request,200,OK,Thread Group 1-410,text,true,,1006,122,361,361,https://reqres.in/api/users/2,320,0,194
1667821329676,686,get Request,200,OK,Thread Group 1-75,text,true,,993,122,377,377,https://reqres.in/api/users/2,686,0,347
1667821329683,679,Post Request,201,Created,Thread Group 1-13,text,true,,712,217,377,377,https://reqres.in/api/users,679,0,0
1667821329844,517,get Request,200,OK,Thread Group 1-200,text,true,,999,122,377,377,https://reqres.in/api/users/2,517,0,227
1667821330219,316,get Request,200,OK,Thread Group 1-414,text,true,,1002,122,360,360,https://reqres.in/api/users/2,316,0,189
1667821330219,317,get Request,200,OK,Thread Group 1-421,text,true,,998,122,359,359,https://reqres.in/api/users/2,317,0,185
1667821330220,139,get Request,200,OK,Thread Group 1-415,text,true,,991,122,377,377,https://reqres.in/api/users/2,139,0,104
1667821330214,145,get Request,200,OK,Thread Group 1-407,text,true,,1001,122,377,377,https://reqres.in/api/users/2,145,0,94
1667821330214,143,get Request,200,OK,Thread Group 1-403,text,true,,993,122,377,377,https://reqres.in/api/users/2,143,0,103
1667821330215,141,get Request,200,OK,Thread Group 1-408,text,true,,997,122,377,377,https://reqres.in/api/users/2,141,0,101
1667821330216,140,get Request,200,OK,Thread Group 1-409,text,true,,997,122,377,377,https://reqres.in/api/users/2,140,0,98
1667821329738,618,Post Request,201,Created,Thread Group 1-230,text,true,,707,217,377,377,https://reqres.in/api/users,617,0,0
1667821329681,663,get Request,200,OK,Thread Group 1-232,text,true,,991,122,377,377,https://reqres.in/api/users/2,663,0,620
1667821329679,665,get Request,200,OK,Thread Group 1-272,text,true,,997,122,377,377,https://reqres.in/api/users/2,665,0,626
1667821329723,621,get Request,200,OK,Thread Group 1-152,text,true,,991,122,377,377,https://reqres.in/api/users/2,621,0,578
1667821330230,113,get Request,200,OK,Thread Group 1-423,text,true,,995,122,377,377,https://reqres.in/api/users/2,113,0,84
1667821330218,124,get Request,200,OK,Thread Group 1-402,text,true,,989,122,377,377,https://reqres.in/api/users/2,124,0,91
1667821330204,127,get Request,200,OK,Thread Group 1-398,text,true,,993,122,377,377,https://reqres.in/api/users/2,127,0,88
1667821330202,127,get Request,200,OK,Thread Group 1-321,text,true,,997,122,377,377,https://reqres.in/api/users/2,127,0,86
1667821330213,116,get Request,200,OK,Thread Group 1-215,text,true,,997,122,377,377,https://reqres.in/api/users/2,116,0,79
1667821330213,116,get Request,200,OK,Thread Group 1-240,text,true,,991,122,377,377,https://reqres.in/api/users/2,116,0,75
1667821330216,111,get Request,200,OK,Thread Group 1-411,text,true,,997,122,377,377,https://reqres.in/api/users/2,111,0,69
1667821330212,115,get Request,200,OK,Thread Group 1-397,text,true,,991,122,377,377,https://reqres.in/api/users/2,115,0,60
1667821330156,168,get Request,200,OK,Thread Group 1-331,text,true,,989,122,377,377,https://reqres.in/api/users/2,168,0,83
1667821329294,1246,get Request,200,OK,Thread Group 1-53,text,true,,998,122,358,358,https://reqres.in/api/users/2,1246,0,688
1667821330203,121,get Request,200,OK,Thread Group 1-399,text,true,,993,122,377,377,https://reqres.in/api/users/2,121,0,69
1667821329381,922,Post Request,201,Created,Thread Group 1-7,text,true,,711,217,377,377,https://reqres.in/api/users,922,0,0
1667821329583,714,Post Request,201,Created,Thread Group 1-47,text,true,,713,217,372,372,https://reqres.in/api/users,714,0,0
1667821329746,551,Post Request,201,Created,Thread Group 1-257,text,true,,713,217,372,372,https://reqres.in/api/users,551,0,0
1667821330149,120,get Request,200,OK,Thread Group 1-341,text,true,,991,122,350,350,https://reqres.in/api/users/2,120,0,80
1667821330150,119,get Request,200,OK,Thread Group 1-344,text,true,,997,122,350,350,https://reqres.in/api/users/2,119,0,78
1667821330151,116,get Request,200,OK,Thread Group 1-339,text,true,,993,122,350,350,https://reqres.in/api/users/2,116,0,74
1667821330150,116,get Request,200,OK,Thread Group 1-342,text,true,,997,122,350,350,https://reqres.in/api/users/2,116,0,74
1667821330148,116,get Request,200,OK,Thread Group 1-336,text,true,,997,122,350,350,https://reqres.in/api/users/2,116,0,62
1667821330148,115,get Request,200,OK,Thread Group 1-328,text,true,,993,122,350,350,https://reqres.in/api/users/2,115,0,63
1667821329902,328,get Request,200,OK,Thread Group 1-37,text,true,,996,122,334,334,https://reqres.in/api/users/2,328,0,259
1667821329903,327,get Request,200,OK,Thread Group 1-36,text,true,,1000,122,334,334,https://reqres.in/api/users/2,327,0,254
1667821329901,329,get Request,200,OK,Thread Group 1-39,text,true,,1002,122,334,334,https://reqres.in/api/users/2,329,0,257
1667821329871,354,get Request,200,OK,Thread Group 1-293,text,true,,996,122,334,334,https://reqres.in/api/users/2,354,0,294
1667821329874,351,get Request,200,OK,Thread Group 1-297,text,true,,1000,122,334,334,https://reqres.in/api/users/2,351,0,288
1667821329872,340,Post Request,201,Created,Thread Group 1-83,text,true,,709,217,314,314,https://reqres.in/api/users,340,0,0
1667821329771,438,get Request,200,OK,Thread Group 1-105,text,true,,999,122,314,314,https://reqres.in/api/users/2,438,0,403
1667821329831,376,Post Request,201,Created,Thread Group 1-63,text,true,,709,217,314,314,https://reqres.in/api/users,376,0,0
1667821330139,67,get Request,200,OK,Thread Group 1-322,text,true,,993,122,314,314,https://reqres.in/api/users/2,67,0,40
1667821329870,337,get Request,200,OK,Thread Group 1-281,text,true,,1002,122,314,314,https://reqres.in/api/users/2,337,0,292
1667821329830,367,Post Request,201,Created,Thread Group 1-246,text,true,,709,217,306,306,https://reqres.in/api/users,367,0,0
1667821329826,371,Post Request,201,Created,Thread Group 1-54,text,true,,712,217,306,306,https://reqres.in/api/users,371,0,0
1667821329832,363,Post Request,201,Created,Thread Group 1-170,text,true,,707,217,306,306,https://reqres.in/api/users,363,0,0
1667821329819,375,Post Request,201,Created,Thread Group 1-79,text,true,,706,217,306,306,https://reqres.in/api/users,375,0,0
1667821329664,530,get Request,200,OK,Thread Group 1-267,text,true,,997,122,306,306,https://reqres.in/api/users/2,530,0,484
1667821329831,351,Post Request,201,Created,Thread Group 1-162,text,true,,711,217,306,306,https://reqres.in/api/users,351,0,0
1667821329845,309,get Request,200,OK,Thread Group 1-212,text,true,,998,122,306,306,https://reqres.in/api/users/2,309,0,221
1667821329665,488,get Request,200,OK,Thread Group 1-268,text,true,,994,122,306,306,https://reqres.in/api/users/2,488,0,412
1667821329462,691,Post Request,201,Created,Thread Group 1-21,text,true,,709,217,306,306,https://reqres.in/api/users,691,0,0
